SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:2C:3B:38,2020-07-22 19:35:36.007497,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-52
1,DC:A6:32:2C:3B:38,2020-07-22 19:35:37.041875,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-52
2,DC:A6:32:2C:3B:38,2020-07-22 19:35:38.030750,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-63
3,DC:A6:32:2C:3B:38,2020-07-22 19:35:39.147488,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-51
4,DC:A6:32:2C:3B:38,2020-07-22 19:35:40.070684,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-69
5,DC:A6:32:2C:3B:38,2020-07-22 19:35:41.010628,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-51
6,DC:A6:32:2C:3B:38,2020-07-22 19:35:42.018132,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-64
7,DC:A6:32:2C:3B:38,2020-07-22 19:35:43.123270,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-64
8,DC:A6:32:2C:3B:38,2020-07-22 19:35:44.050649,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-67
9,DC:A6:32:2C:3B:38,2020-07-22 19:35:45.211909,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-69
10,DC:A6:32:2C:3B:38,2020-07-22 19:35:46.023150,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-64
11,DC:A6:32:2C:3B:38,2020-07-22 19:35:47.033777,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-69
12,DC:A6:32:2C:3B:38,2020-07-22 19:35:48.109509,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-52
13,DC:A6:32:2C:3B:38,2020-07-22 19:35:49.018245,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-51
14,DC:A6:32:2C:3B:38,2020-07-22 19:35:50.093247,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-66
15,DC:A6:32:2C:3B:38,2020-07-22 19:35:51.026959,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-51
16,DC:A6:32:2C:3B:38,2020-07-22 19:35:52.097025,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-52
17,DC:A6:32:2C:3B:38,2020-07-22 19:35:53.006328,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-67
18,DC:A6:32:2C:3B:38,2020-07-22 19:35:54.098394,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-52
19,DC:A6:32:2C:3B:38,2020-07-22 19:35:55.110812,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-52
20,DC:A6:32:2C:3B:38,2020-07-22 19:35:56.107620,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-67
21,DC:A6:32:2C:3B:38,2020-07-22 19:35:57.122003,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-64
22,DC:A6:32:2C:3B:38,2020-07-22 19:35:58.247062,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-64
23,DC:A6:32:2C:3B:38,2020-07-22 19:35:59.008353,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-64
24,DC:A6:32:2C:3B:38,2020-07-22 19:36:00.048472,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-64
25,DC:A6:32:2C:3B:38,2020-07-22 19:36:01.083395,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-68
26,DC:A6:32:2C:3B:38,2020-07-22 19:36:02.073951,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-68
27,DC:A6:32:2C:3B:38,2020-07-22 19:36:03.058334,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-67
28,DC:A6:32:2C:3B:38,2020-07-22 19:36:04.180827,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-64
29,DC:A6:32:2C:3B:38,2020-07-22 19:36:05.068343,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-67
30,DC:A6:32:2C:3B:38,2020-07-22 19:36:06.009659,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-67
31,DC:A6:32:2C:3B:38,2020-07-22 19:36:07.052139,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-63
32,DC:A6:32:2C:3B:38,2020-07-22 19:36:08.013449,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-67
33,DC:A6:32:2C:3B:38,2020-07-22 19:36:09.002133,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-64
34,DC:A6:32:2C:3B:38,2020-07-22 19:36:10.053376,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-51
35,DC:A6:32:2C:3B:38,2020-07-22 19:36:11.159727,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-63
36,DC:A6:32:2C:3B:38,2020-07-22 19:36:12.085286,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-51
37,DC:A6:32:2C:3B:38,2020-07-22 19:36:13.036604,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-52
38,DC:A6:32:2C:3B:38,2020-07-22 19:36:14.115398,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-64
39,DC:A6:32:2C:3B:38,2020-07-22 19:36:15.013462,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-67
40,DC:A6:32:2C:3B:38,2020-07-22 19:36:16.419790,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-68
41,DC:A6:32:2C:3B:38,2020-07-22 19:36:17.032242,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-63
42,DC:A6:32:2C:3B:38,2020-07-22 19:36:18.050999,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-67
43,DC:A6:32:2C:3B:38,2020-07-22 19:36:19.091005,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-51
44,DC:A6:32:2C:3B:38,2020-07-22 19:36:20.011627,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-51
45,DC:A6:32:2C:3B:38,2020-07-22 19:36:21.013574,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-51
46,DC:A6:32:2C:3B:38,2020-07-22 19:36:22.243582,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-52
47,DC:A6:32:2C:3B:38,2020-07-22 19:36:23.141029,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-51
48,DC:A6:32:2C:3B:38,2020-07-22 19:36:24.124145,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-52
49,DC:A6:32:2C:3B:38,2020-07-22 19:36:25.014150,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-51
50,DC:A6:32:2C:3B:38,2020-07-22 19:36:26.022322,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-64
51,DC:A6:32:2C:3B:38,2020-07-22 19:36:27.086745,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-68
52,DC:A6:32:2C:3B:38,2020-07-22 19:36:28.063662,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-63
53,DC:A6:32:2C:3B:38,2020-07-22 19:36:29.023596,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-67
54,DC:A6:32:2C:3B:38,2020-07-22 19:36:30.045458,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-52
55,DC:A6:32:2C:3B:38,2020-07-22 19:36:31.298680,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-68
56,DC:A6:32:2C:3B:38,2020-07-22 19:36:32.014864,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-51
57,DC:A6:32:2C:3B:38,2020-07-22 19:36:33.158762,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-51
