SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:2C:3B:38,2020-07-16 23:09:59.029139,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-62
1,DC:A6:32:2C:3B:38,2020-07-16 23:10:00.106683,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-63
2,DC:A6:32:2C:3B:38,2020-07-16 23:10:01.028490,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-61
3,DC:A6:32:2C:3B:38,2020-07-16 23:10:02.010362,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-61
4,DC:A6:32:2C:3B:38,2020-07-16 23:10:03.476160,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-56
5,DC:A6:32:2C:3B:38,2020-07-16 23:10:04.147906,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-63
6,DC:A6:32:2C:3B:38,2020-07-16 23:10:05.194188,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-62
7,DC:A6:32:2C:3B:38,2020-07-16 23:10:06.032915,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-57
8,DC:A6:32:2C:3B:38,2020-07-16 23:10:07.021676,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-57
9,DC:A6:32:2C:3B:38,2020-07-16 23:10:08.108074,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-58
10,DC:A6:32:2C:3B:38,2020-07-16 23:10:09.032963,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-62
11,DC:A6:32:2C:3B:38,2020-07-16 23:10:10.011725,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-60
12,DC:A6:32:2C:3B:38,2020-07-16 23:10:11.041768,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-59
13,DC:A6:32:2C:3B:38,2020-07-16 23:10:12.054243,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-64
14,DC:A6:32:2C:3B:38,2020-07-16 23:10:13.185709,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-56
15,DC:A6:32:2C:3B:38,2020-07-16 23:10:14.039346,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-60
16,DC:A6:32:2C:3B:38,2020-07-16 23:10:15.199363,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-57
17,DC:A6:32:2C:3B:38,2020-07-16 23:10:16.004332,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-62
18,DC:A6:32:2C:3B:38,2020-07-16 23:10:17.229332,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-62
19,DC:A6:32:2C:3B:38,2020-07-16 23:10:18.036843,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-61
20,DC:A6:32:2C:3B:38,2020-07-16 23:10:19.054445,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-59
21,DC:A6:32:2C:3B:38,2020-07-16 23:10:20.041298,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-55
22,DC:A6:32:2C:3B:38,2020-07-16 23:10:21.164395,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-61
23,DC:A6:32:2C:3B:38,2020-07-16 23:10:22.019464,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-60
24,DC:A6:32:2C:3B:38,2020-07-16 23:10:23.058795,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-60
25,DC:A6:32:2C:3B:38,2020-07-16 23:10:24.154524,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-58
26,DC:A6:32:2C:3B:38,2020-07-16 23:10:25.042026,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-59
27,DC:A6:32:2C:3B:38,2020-07-16 23:10:26.082158,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-60
28,DC:A6:32:2C:3B:38,2020-07-16 23:10:27.019522,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-63
29,DC:A6:32:2C:3B:38,2020-07-16 23:10:28.060805,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-56
30,DC:A6:32:2C:3B:38,2020-07-16 23:10:29.103281,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-62
31,DC:A6:32:2C:3B:38,2020-07-16 23:10:30.072121,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-57
32,DC:A6:32:2C:3B:38,2020-07-16 23:10:31.013318,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-57
33,DC:A6:32:2C:3B:38,2020-07-16 23:10:32.003984,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-58
34,DC:A6:32:2C:3B:38,2020-07-16 23:10:33.279604,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-61
35,DC:A6:32:2C:3B:38,2020-07-16 23:10:34.009596,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-56
36,DC:A6:32:2C:3B:38,2020-07-16 23:10:35.012148,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-58
37,DC:A6:32:2C:3B:38,2020-07-16 23:10:36.324660,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-58
38,DC:A6:32:2C:3B:38,2020-07-16 23:10:37.040914,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-60
39,DC:A6:32:2C:3B:38,2020-07-16 23:10:38.051656,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-62
40,DC:A6:32:2C:3B:38,2020-07-16 23:10:39.021057,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-57
41,DC:A6:32:2C:3B:38,2020-07-16 23:10:40.121040,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-64
42,DC:A6:32:2C:3B:38,2020-07-16 23:10:41.224802,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-64
43,DC:A6:32:2C:3B:38,2020-07-16 23:10:42.080995,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-64
44,DC:A6:32:2C:3B:38,2020-07-16 23:10:43.059766,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-59
45,DC:A6:32:2C:3B:38,2020-07-16 23:10:44.036690,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-63
46,DC:A6:32:2C:3B:38,2020-07-16 23:10:45.016670,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-64
47,DC:A6:32:2C:3B:38,2020-07-16 23:10:46.091119,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-65
48,DC:A6:32:2C:3B:38,2020-07-16 23:10:47.104834,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-59
49,DC:A6:32:2C:3B:38,2020-07-16 23:10:48.003577,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-61
50,DC:A6:32:2C:3B:38,2020-07-16 23:10:49.381109,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-61
51,DC:A6:32:2C:3B:38,2020-07-16 23:10:50.305586,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-58
52,DC:A6:32:2C:3B:38,2020-07-16 23:10:51.015491,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-59
53,DC:A6:32:2C:3B:38,2020-07-16 23:10:52.183649,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-63
54,DC:A6:32:2C:3B:38,2020-07-16 23:10:53.131155,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-63
55,DC:A6:32:2C:3B:38,2020-07-16 23:10:54.162420,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-62
56,DC:A6:32:2C:3B:38,2020-07-16 23:10:55.013705,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-63
57,DC:A6:32:2C:3B:38,2020-07-16 23:10:56.095025,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-61
58,DC:A6:32:2C:3B:38,2020-07-16 23:10:57.320045,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-65
59,DC:A6:32:2C:3B:38,2020-07-16 23:10:58.034987,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-62
60,DC:A6:32:2C:3B:38,2020-07-16 23:10:59.021245,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-60
61,DC:A6:32:2C:3B:38,2020-07-16 23:11:00.028777,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-67
62,DC:A6:32:2C:3B:38,2020-07-16 23:11:01.002628,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-63
63,DC:A6:32:2C:3B:38,2020-07-16 23:11:02.042645,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-61
64,DC:A6:32:2C:3B:38,2020-07-16 23:11:03.091352,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-62
65,DC:A6:32:2C:3B:38,2020-07-16 23:11:04.303856,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-61
