SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:2C:3B:38,2020-07-22 18:36:56.142147,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-88
1,DC:A6:32:2C:3B:38,2020-07-22 18:36:57.007532,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-81
2,DC:A6:32:2C:3B:38,2020-07-22 18:36:58.078797,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-77
3,DC:A6:32:2C:3B:38,2020-07-22 18:36:59.181831,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-78
4,DC:A6:32:2C:3B:38,2020-07-22 18:37:00.074422,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-84
5,DC:A6:32:2C:3B:38,2020-07-22 18:37:01.053205,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-78
6,DC:A6:32:2C:3B:38,2020-07-22 18:37:02.126298,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-75
7,DC:A6:32:2C:3B:38,2020-07-22 18:37:03.188837,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-87
8,DC:A6:32:2C:3B:38,2020-07-22 18:37:04.006277,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-89
9,DC:A6:32:2C:3B:38,2020-07-22 18:37:05.231279,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-82
10,DC:A6:32:2C:3B:38,2020-07-22 18:37:06.041329,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-81
11,DC:A6:32:2C:3B:38,2020-07-22 18:37:07.131377,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-78
12,DC:A6:32:2C:3B:38,2020-07-22 18:37:08.346315,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-82
13,DC:A6:32:2C:3B:38,2020-07-22 18:37:09.236326,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-84
14,DC:A6:32:2C:3B:38,2020-07-22 18:37:10.120087,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-75
15,DC:A6:32:2C:3B:38,2020-07-22 18:37:11.027601,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-82
16,DC:A6:32:2C:3B:38,2020-07-22 18:37:12.028945,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-77
17,DC:A6:32:2C:3B:38,2020-07-22 18:37:13.124774,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-78
18,DC:A6:32:2C:3B:38,2020-07-22 18:37:14.055236,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-86
19,DC:A6:32:2C:3B:38,2020-07-22 18:37:15.132679,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-83
20,DC:A6:32:2C:3B:38,2020-07-22 18:37:16.021439,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-82
21,DC:A6:32:2C:3B:38,2020-07-22 18:37:17.035293,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-86
22,DC:A6:32:2C:3B:38,2020-07-22 18:37:18.117814,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-87
23,DC:A6:32:2C:3B:38,2020-07-22 18:37:19.011222,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-82
24,DC:A6:32:2C:3B:38,2020-07-22 18:37:20.180369,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-85
25,DC:A6:32:2C:3B:38,2020-07-22 18:37:21.002233,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-76
26,DC:A6:32:2C:3B:38,2020-07-22 18:37:22.201594,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-75
27,DC:A6:32:2C:3B:38,2020-07-22 18:37:23.057809,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-81
28,DC:A6:32:2C:3B:38,2020-07-22 18:37:24.095246,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-87
29,DC:A6:32:2C:3B:38,2020-07-22 18:37:25.066722,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-78
30,DC:A6:32:2C:3B:38,2020-07-22 18:37:26.006062,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-80
31,DC:A6:32:2C:3B:38,2020-07-22 18:37:27.107922,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-77
32,DC:A6:32:2C:3B:38,2020-07-22 18:37:28.469183,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-75
33,DC:A6:32:2C:3B:38,2020-07-22 18:37:29.021696,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-78
34,DC:A6:32:2C:3B:38,2020-07-22 18:37:30.148003,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-84
35,DC:A6:32:2C:3B:38,2020-07-22 18:37:31.033022,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-85
36,DC:A6:32:2C:3B:38,2020-07-22 18:37:32.051078,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-86
37,DC:A6:32:2C:3B:38,2020-07-22 18:37:33.115466,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-87
38,DC:A6:32:2C:3B:38,2020-07-22 18:37:34.212364,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-76
39,DC:A6:32:2C:3B:38,2020-07-22 18:37:35.007996,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-76
40,DC:A6:32:2C:3B:38,2020-07-22 18:37:36.237254,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-83
41,DC:A6:32:2C:3B:38,2020-07-22 18:37:37.031852,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-84
42,DC:A6:32:2C:3B:38,2020-07-22 18:37:38.113061,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-82
43,DC:A6:32:2C:3B:38,2020-07-22 18:37:39.013673,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-84
44,DC:A6:32:2C:3B:38,2020-07-22 18:37:40.120593,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-83
45,DC:A6:32:2C:3B:38,2020-07-22 18:37:41.038095,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-81
46,DC:A6:32:2C:3B:38,2020-07-22 18:37:42.100405,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-81
47,DC:A6:32:2C:3B:38,2020-07-22 18:37:43.186293,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-77
48,DC:A6:32:2C:3B:38,2020-07-22 18:37:44.068180,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-82
49,DC:A6:32:2C:3B:38,2020-07-22 18:37:45.053166,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-77
50,DC:A6:32:2C:3B:38,2020-07-22 18:37:46.130686,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-81
51,DC:A6:32:2C:3B:38,2020-07-22 18:37:47.085118,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-85
52,DC:A6:32:2C:3B:38,2020-07-22 18:37:48.062048,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-85
53,DC:A6:32:2C:3B:38,2020-07-22 18:37:49.023265,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-77
54,DC:A6:32:2C:3B:38,2020-07-22 18:37:50.002014,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-83
55,DC:A6:32:2C:3B:38,2020-07-22 18:37:51.070876,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-81
56,DC:A6:32:2C:3B:38,2020-07-22 18:37:52.017058,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-77
57,DC:A6:32:2C:3B:38,2020-07-22 18:37:53.173338,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-77
