SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:2C:3B:38,2020-07-18 01:58:16.422981,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-34
1,DC:A6:32:2C:3B:38,2020-07-18 01:58:17.038960,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-27
2,DC:A6:32:2C:3B:38,2020-07-18 01:58:18.059061,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-32
3,DC:A6:32:2C:3B:38,2020-07-18 01:58:19.050865,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-34
4,DC:A6:32:2C:3B:38,2020-07-18 01:58:20.006506,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-31
5,DC:A6:32:2C:3B:38,2020-07-18 01:58:21.074661,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-27
6,DC:A6:32:2C:3B:38,2020-07-18 01:58:22.205342,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-33
7,DC:A6:32:2C:3B:38,2020-07-18 01:58:23.040287,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-27
8,DC:A6:32:2C:3B:38,2020-07-18 01:58:24.025936,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-31
9,DC:A6:32:2C:3B:38,2020-07-18 01:58:25.060906,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-32
10,DC:A6:32:2C:3B:38,2020-07-18 01:58:26.104081,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-32
11,DC:A6:32:2C:3B:38,2020-07-18 01:58:27.062178,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-32
12,DC:A6:32:2C:3B:38,2020-07-18 01:58:28.049084,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-27
13,DC:A6:32:2C:3B:38,2020-07-18 01:58:29.185411,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-32
