SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:2C:3B:38,2020-07-16 19:50:45.091772,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,2,-32
1,DC:A6:32:2C:3B:38,2020-07-16 19:50:46.133056,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,2,-35
2,DC:A6:32:2C:3B:38,2020-07-16 19:50:47.059332,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,2,-27
3,DC:A6:32:2C:3B:38,2020-07-16 19:50:48.004437,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,2,-31
4,DC:A6:32:2C:3B:38,2020-07-16 19:50:49.260623,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,2,-33
5,DC:A6:32:2C:3B:38,2020-07-16 19:50:50.153059,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,2,-34
6,DC:A6:32:2C:3B:38,2020-07-16 19:50:51.162390,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,2,-34
