SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:2C:3B:38,2020-07-22 19:40:49.194998,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-52
1,DC:A6:32:2C:3B:38,2020-07-22 19:40:50.060155,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-52
2,DC:A6:32:2C:3B:38,2020-07-22 19:40:51.101282,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-54
3,DC:A6:32:2C:3B:38,2020-07-22 19:40:52.016235,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-51
4,DC:A6:32:2C:3B:38,2020-07-22 19:40:53.078804,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-53
5,DC:A6:32:2C:3B:38,2020-07-22 19:40:54.153837,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-53
6,DC:A6:32:2C:3B:38,2020-07-22 19:40:55.066275,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-51
7,DC:A6:32:2C:3B:38,2020-07-22 19:40:56.166902,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-54
8,DC:A6:32:2C:3B:38,2020-07-22 19:40:57.096898,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-51
9,DC:A6:32:2C:3B:38,2020-07-22 19:40:58.196333,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-53
10,DC:A6:32:2C:3B:38,2020-07-22 19:40:59.052555,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-51
11,DC:A6:32:2C:3B:38,2020-07-22 19:41:00.062700,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-51
12,DC:A6:32:2C:3B:38,2020-07-22 19:41:01.052659,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-54
13,DC:A6:32:2C:3B:38,2020-07-22 19:41:02.042639,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-51
14,DC:A6:32:2C:3B:38,2020-07-22 19:41:03.043894,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-53
15,DC:A6:32:2C:3B:38,2020-07-22 19:41:04.082626,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-51
16,DC:A6:32:2C:3B:38,2020-07-22 19:41:05.236415,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-54
17,DC:A6:32:2C:3B:38,2020-07-22 19:41:06.258947,6d032924-5aa1-4e9c-8638-48fcf76da6eb,1,1,1,-53
